previous_gpa,attendance_rate,study_hours,assignment_average,test_average,library_visits,class_participation,predicted_gpa,risk_level
4.61,74.0,17.6,90.2,96.1,11,7.4,5.0,MEDIUM
2.69,84.1,7.8,55.9,62.4,6,10.0,3.71,MEDIUM
4.44,77.7,17.8,79.5,67.3,13,8.4,4.66,LOW
4.23,55.2,22.0,75.7,81.7,15,7.1,4.73,HIGH
1.59,73.3,8.5,35.8,44.6,7,8.8,2.93,HIGH
2.6,88.6,8.2,51.3,66.6,1,10.0,3.88,LOW
2.41,99.0,18.0,45.3,58.8,7,7.3,4.02,MEDIUM
3.11,93.4,9.2,60.6,69.4,9,8.3,3.85,LOW
2.14,83.3,19.9,41.1,42.7,11,8.4,3.25,HIGH
1.4,100.0,7.9,38.3,35.1,4,10.0,2.74,HIGH
4.53,84.8,20.6,82.8,78.5,13,8.8,5.0,LOW
2.78,76.6,10.2,49.7,37.7,8,7.6,3.19,HIGH
4.34,100.0,14.0,79.2,94.2,8,10.0,5.0,LOW
1.58,89.5,17.9,44.1,26.7,13,8.3,2.81,HIGH
4.3,98.8,15.1,56.9,81.4,5,9.1,4.65,LOW
3.25,59.0,18.4,69.5,59.5,6,6.9,3.69,HIGH
2.42,64.2,3.3,39.0,49.0,8,10.0,3.19,HIGH
3.67,64.9,9.6,65.5,77.5,3,6.5,3.77,MEDIUM
2.27,80.9,12.4,20.7,40.4,3,6.8,3.22,HIGH
4.42,100.0,7.4,87.0,85.4,4,8.9,5.0,LOW
3.56,59.8,17.8,61.1,73.5,10,5.2,3.91,HIGH
2.37,92.5,8.9,45.6,41.9,5,10.0,3.44,HIGH
2.82,58.8,7.4,58.3,68.5,5,5.1,3.25,HIGH
3.28,100.0,17.6,44.5,80.4,6,10.0,4.19,LOW
2.76,52.5,5.7,57.0,80.9,7,5.1,3.59,HIGH
4.58,89.8,6.0,90.2,79.0,0,6.4,5.0,LOW
4.28,92.1,15.0,81.0,80.2,9,8.6,5.0,LOW
4.59,87.9,20.1,79.8,85.2,12,3.8,4.79,LOW
3.27,64.0,13.0,64.4,71.7,10,6.7,3.8,MEDIUM
3.11,61.1,2.3,60.9,82.5,3,7.1,3.98,MEDIUM
0.73,98.4,16.1,33.5,34.0,6,8.1,2.88,HIGH
1.75,94.8,8.4,53.8,48.7,4,8.4,3.02,HIGH
3.24,94.6,18.7,59.5,50.3,9,6.8,3.92,MEDIUM
3.72,96.5,9.7,73.1,94.7,2,5.2,4.61,LOW
2.57,53.4,18.9,46.8,48.2,12,2.3,3.1,HIGH
3.53,52.9,9.5,72.1,35.5,4,6.6,3.84,HIGH
2.52,67.3,7.9,57.4,26.0,6,6.1,2.79,HIGH
2.67,70.3,0.5,53.4,59.3,1,7.5,3.32,MEDIUM
1.66,68.6,8.0,45.1,26.0,2,10.0,2.68,HIGH
4.38,82.4,13.1,80.7,79.9,4,10.0,4.51,LOW
3.0,95.8,12.6,59.6,42.1,7,10.0,3.39,HIGH
3.14,73.3,15.7,53.3,65.6,5,6.4,3.72,MEDIUM
1.62,65.0,19.5,41.0,47.4,14,9.6,3.26,HIGH
2.87,91.0,12.2,52.2,60.2,12,10.0,4.3,MEDIUM
1.44,73.5,12.4,45.3,29.8,10,9.1,2.66,HIGH
3.9,79.7,18.7,65.0,83.1,12,8.0,4.78,LOW
3.72,72.7,13.4,73.4,65.2,8,5.4,4.09,MEDIUM
2.38,83.4,6.5,48.1,49.0,2,10.0,3.64,HIGH
1.99,61.8,8.9,47.5,39.7,8,7.9,2.87,HIGH
4.99,89.6,0.0,89.2,84.6,6,8.6,4.89,LOW
2.28,77.5,6.4,41.0,72.3,4,7.2,3.36,LOW
3.39,65.8,1.9,76.9,65.5,2,4.1,3.67,MEDIUM
4.07,86.5,14.1,67.1,59.7,6,10.0,4.73,MEDIUM
2.34,65.8,19.3,56.5,39.2,10,6.9,3.32,HIGH
4.53,66.5,6.4,65.9,78.1,1,7.4,4.37,MEDIUM
1.85,58.8,6.6,39.8,34.3,4,7.7,2.21,HIGH
1.92,50.7,17.7,59.2,56.3,12,6.5,3.01,HIGH
3.29,86.5,9.3,61.5,47.0,7,6.9,3.69,HIGH
2.43,96.6,13.5,52.4,50.5,9,9.7,3.76,MEDIUM
4.53,70.8,16.5,99.0,93.5,2,7.9,4.93,MEDIUM
1.42,65.2,7.8,34.9,30.3,6,7.5,2.46,HIGH
2.89,49.0,7.9,60.9,63.7,7,1.7,3.1,HIGH
4.55,43.2,9.0,89.3,81.2,6,2.3,4.59,HIGH
2.04,89.6,2.7,31.8,46.2,6,10.0,2.99,HIGH
3.71,46.4,14.9,65.7,76.0,9,5.9,4.09,HIGH
1.08,59.7,15.6,32.6,10.9,10,9.2,2.22,HIGH
1.53,82.5,12.5,22.0,53.9,5,5.2,2.74,MEDIUM
3.44,79.4,20.2,80.3,43.4,13,9.7,4.42,HIGH
1.68,83.2,10.4,47.8,55.2,9,9.1,3.29,MEDIUM
3.05,78.1,15.7,66.9,66.0,7,5.7,3.85,LOW
2.26,72.3,14.9,62.1,55.3,5,3.7,3.39,MEDIUM
4.56,59.8,7.2,90.7,100.0,4,7.9,4.79,HIGH
2.78,67.9,18.9,54.4,71.1,8,4.8,3.86,MEDIUM
3.05,73.4,12.8,44.4,70.4,10,4.7,3.91,MEDIUM
3.57,47.8,17.8,61.7,64.4,9,5.7,4.03,HIGH
2.4,65.4,4.2,44.4,47.2,6,6.5,2.73,HIGH
3.74,72.0,12.7,77.3,80.5,3,8.4,3.8,MEDIUM
4.63,67.0,9.2,85.3,88.3,4,7.6,5.0,MEDIUM
2.11,72.5,6.9,30.9,51.1,3,10.0,3.07,MEDIUM
3.08,88.7,20.5,69.8,60.4,13,10.0,4.47,MEDIUM
2.0,90.7,13.2,58.3,41.1,2,10.0,3.23,HIGH
0.54,100.0,3.1,37.9,8.9,2,8.2,1.69,HIGH
2.4,53.9,9.0,39.7,59.3,5,8.5,2.68,HIGH
4.26,71.3,17.6,82.1,75.4,11,6.1,4.62,MEDIUM
3.22,97.6,6.9,53.2,60.1,5,7.9,3.92,MEDIUM
1.11,50.1,6.3,51.1,11.9,2,4.6,2.22,HIGH
3.95,59.2,11.1,74.6,74.4,0,6.8,4.16,HIGH
4.35,68.1,14.8,76.6,62.6,7,5.9,4.49,MEDIUM
2.29,100.0,7.6,43.8,44.9,2,8.2,3.19,HIGH
1.03,62.4,14.3,33.8,41.9,5,4.4,2.27,HIGH
2.33,95.3,12.2,55.1,51.4,5,9.9,3.36,MEDIUM
3.93,77.6,12.9,57.5,71.8,10,8.9,4.11,LOW
2.12,59.7,0.0,60.8,38.9,0,7.3,2.46,HIGH
3.22,100.0,12.1,68.0,56.5,2,6.9,3.96,MEDIUM
3.95,81.1,10.5,88.2,92.4,5,6.5,4.4,LOW
3.23,84.0,14.3,80.5,72.6,8,10.0,4.29,LOW
3.09,86.6,8.1,60.4,55.7,5,7.8,3.76,MEDIUM
3.88,85.3,9.8,81.7,71.0,4,8.9,4.01,LOW
1.5,100.0,15.2,31.8,42.0,8,10.0,3.47,HIGH
0.65,100.0,20.7,20.1,32.4,12,5.5,2.99,HIGH
2.5,63.1,4.1,68.2,52.7,1,6.1,3.36,MEDIUM
2.82,100.0,15.1,49.8,36.2,12,10.0,3.88,HIGH
3.42,66.8,19.3,68.2,65.4,11,4.7,4.14,MEDIUM
3.58,83.2,16.2,59.6,67.0,13,8.0,4.43,LOW
2.51,54.8,18.9,46.2,77.9,12,3.1,3.52,HIGH
1.44,94.6,8.7,31.6,70.5,2,10.0,3.26,LOW
3.73,73.1,19.4,85.5,78.0,5,6.0,4.2,MEDIUM
1.36,59.6,7.7,40.5,28.8,9,5.1,2.34,HIGH
2.32,97.0,12.3,58.2,58.6,5,10.0,3.89,MEDIUM
1.21,100.0,9.0,15.1,14.6,6,10.0,2.49,HIGH
1.88,100.0,9.2,43.6,38.0,4,10.0,3.43,HIGH
1.46,53.6,1.7,33.1,19.0,6,8.9,2.38,HIGH
1.4,100.0,0.2,41.0,44.2,1,10.0,2.75,HIGH
1.56,73.2,19.1,62.5,25.3,7,10.0,2.87,HIGH
3.89,100.0,1.2,49.4,69.0,1,10.0,4.37,LOW
2.79,88.0,13.5,60.8,56.5,12,10.0,4.13,MEDIUM
2.13,82.0,4.2,69.1,47.5,1,8.1,3.14,HIGH
2.21,78.1,6.9,43.1,43.3,0,9.5,2.98,HIGH
3.82,77.8,16.1,73.9,75.6,12,6.9,4.48,LOW
1.73,67.1,13.0,47.8,27.2,5,9.4,2.85,HIGH
3.49,60.9,11.2,45.8,87.7,2,8.4,4.22,MEDIUM
4.0,72.2,18.9,77.6,61.6,8,6.8,4.23,MEDIUM
4.34,97.1,10.3,72.2,79.3,7,10.0,4.93,LOW
1.57,55.7,19.4,59.0,47.5,12,3.7,3.03,HIGH
1.57,99.5,5.6,36.5,48.2,5,10.0,2.68,HIGH
3.09,80.3,4.9,54.2,70.6,1,9.7,4.27,LOW
3.74,90.5,11.2,79.6,51.3,10,6.6,4.3,MEDIUM
2.19,91.3,12.0,52.7,37.7,10,10.0,3.68,HIGH
0.82,92.9,6.8,36.2,31.1,6,10.0,2.25,HIGH
2.88,78.4,10.3,77.4,64.2,3,7.4,4.27,MEDIUM
1.84,78.8,20.2,36.8,58.9,10,10.0,3.39,MEDIUM
3.85,92.3,9.6,89.9,65.7,7,8.2,4.12,LOW
4.42,61.3,0.4,100.0,69.0,3,8.7,4.1,MEDIUM
2.11,58.9,1.5,38.9,40.9,0,3.5,2.13,HIGH
2.23,70.6,24.5,41.7,76.3,19,6.6,3.7,MEDIUM
2.72,82.6,20.7,56.2,74.0,11,8.1,3.87,LOW
3.76,100.0,9.4,69.4,68.6,9,8.9,4.68,LOW
2.48,78.8,16.9,69.2,68.1,6,6.4,3.88,LOW
4.41,100.0,13.6,72.5,72.9,9,9.0,5.0,LOW
1.77,86.2,19.6,44.0,54.2,7,7.6,3.46,MEDIUM
3.32,70.7,5.6,57.1,47.9,5,6.1,3.4,HIGH
4.32,96.4,5.7,80.9,82.7,6,10.0,4.57,LOW
3.06,74.1,19.9,82.2,73.0,13,8.3,4.13,MEDIUM
2.31,82.0,3.0,67.9,46.4,1,8.0,2.97,HIGH
0.86,56.6,12.4,31.6,37.3,2,7.2,1.98,HIGH
4.06,53.9,11.7,82.2,68.1,8,5.2,4.5,HIGH
3.29,86.9,16.7,69.1,67.7,9,7.1,3.98,LOW
2.47,95.7,12.8,48.9,46.7,7,6.4,3.78,HIGH
4.9,100.0,11.2,100.0,96.5,4,10.0,5.0,LOW
3.74,65.1,9.7,84.3,55.2,6,2.1,3.56,MEDIUM
3.06,100.0,6.0,63.2,48.6,4,7.0,3.83,HIGH
3.02,99.0,11.0,58.1,75.9,10,10.0,4.56,LOW
3.51,70.1,19.0,66.2,37.7,5,7.0,3.45,HIGH
2.29,100.0,10.3,52.7,42.3,3,10.0,3.47,HIGH
1.4,93.1,20.4,35.7,36.0,13,8.0,3.37,HIGH
4.0,96.3,16.4,86.5,78.3,3,10.0,5.0,LOW
3.01,100.0,14.9,65.0,54.5,7,9.6,3.84,MEDIUM
1.87,95.6,11.0,33.5,30.6,14,10.0,3.1,HIGH
3.11,43.8,8.2,50.1,76.2,5,4.7,3.05,HIGH
1.24,83.2,22.1,43.5,48.0,15,9.3,3.39,HIGH
4.1,52.9,16.8,64.9,70.9,5,5.7,4.14,HIGH
4.23,80.4,11.2,75.0,55.7,9,8.6,4.52,MEDIUM
3.5,79.5,22.2,63.1,70.7,11,5.8,4.15,LOW
1.84,68.7,15.8,30.3,46.0,10,7.0,2.79,HIGH
1.92,61.6,3.5,46.8,36.8,5,7.4,2.83,HIGH
3.9,69.5,9.4,72.3,49.1,5,6.8,4.12,HIGH
3.88,72.6,16.4,66.9,69.1,11,7.1,4.69,MEDIUM
4.72,75.9,21.0,100.0,93.3,9,3.8,5.0,LOW
3.11,79.7,26.2,37.4,72.6,15,10.0,3.95,LOW
2.63,87.4,12.2,45.8,54.2,9,6.0,3.76,MEDIUM
2.74,73.0,15.7,50.3,48.8,8,6.1,3.45,HIGH
2.49,98.5,8.3,38.7,61.6,3,8.3,3.67,MEDIUM
1.59,77.4,6.7,61.4,26.6,3,8.3,2.71,HIGH
3.24,92.8,1.9,86.0,47.1,6,10.0,3.83,HIGH
3.42,73.1,14.3,59.4,64.8,11,8.6,4.04,MEDIUM
3.37,100.0,19.6,78.3,83.8,13,10.0,4.97,LOW
2.28,85.5,16.7,55.1,68.9,14,10.0,4.03,LOW
2.31,100.0,12.5,66.2,34.5,8,9.4,3.82,HIGH
3.97,66.9,19.3,73.4,68.3,12,5.0,4.17,MEDIUM
2.4,70.8,29.7,55.4,80.9,10,6.6,3.86,MEDIUM
2.43,74.0,7.0,65.4,43.7,2,5.2,2.82,HIGH
3.51,100.0,0.0,80.1,86.6,3,9.3,4.44,LOW
3.09,74.6,14.1,62.8,72.9,11,4.4,3.78,MEDIUM
4.38,64.8,18.5,71.3,93.6,7,4.8,4.62,MEDIUM
4.05,98.8,2.7,68.1,69.3,3,6.5,4.28,LOW
2.56,78.9,17.0,34.9,48.8,16,10.0,3.24,HIGH
1.91,74.5,10.0,51.6,33.9,6,7.7,2.82,HIGH
2.73,68.2,14.0,58.1,65.8,13,10.0,3.96,MEDIUM
3.59,85.8,6.5,71.8,48.6,6,10.0,4.05,HIGH
2.71,95.0,6.1,55.5,54.0,6,10.0,3.64,MEDIUM
3.54,90.6,5.4,56.7,87.2,1,8.8,4.23,LOW
3.64,70.3,16.0,72.7,76.1,5,8.0,4.28,MEDIUM
3.26,62.2,8.3,69.9,75.6,8,4.4,3.63,MEDIUM
2.99,13.7,13.6,51.2,40.2,9,0.3,2.37,HIGH
2.96,62.9,12.2,59.1,47.5,8,6.3,3.98,HIGH
2.09,72.0,4.9,39.9,61.5,0,3.7,2.96,MEDIUM
2.98,77.1,12.5,57.6,61.2,7,6.7,3.96,MEDIUM
1.32,73.7,13.4,23.5,24.1,6,9.0,2.56,HIGH
4.32,100.0,18.4,77.1,85.9,9,9.0,5.0,LOW
2.35,85.9,21.0,66.5,44.4,13,7.1,3.89,HIGH
4.23,58.2,5.9,73.4,100.0,7,5.1,4.0,HIGH
1.69,88.5,14.1,33.5,48.8,9,10.0,3.05,HIGH
2.27,84.3,0.0,42.8,38.7,2,9.1,2.97,HIGH
2.9,61.2,17.1,56.5,69.1,10,5.7,3.78,MEDIUM
2.52,82.6,18.6,70.8,72.7,10,8.3,4.17,LOW
4.49,86.5,0.0,96.4,80.8,0,10.0,4.55,LOW
2.07,94.4,10.0,44.6,37.8,7,10.0,3.16,HIGH
1.92,49.6,6.6,37.4,45.4,7,4.0,2.53,HIGH
2.64,88.4,9.9,37.1,47.7,6,8.7,3.4,HIGH
3.65,100.0,8.8,60.6,66.0,3,10.0,4.45,LOW
3.02,100.0,11.7,40.6,43.7,4,10.0,3.47,HIGH
1.5,58.4,17.9,44.9,49.5,8,3.0,2.85,HIGH
2.17,75.7,10.1,60.9,34.6,3,5.8,2.91,HIGH
4.3,77.2,6.1,75.7,85.5,13,6.0,4.55,LOW
3.33,88.8,10.8,68.7,60.9,4,8.0,4.06,MEDIUM
2.72,75.4,10.5,44.9,58.7,7,8.3,3.16,MEDIUM
2.69,66.6,11.5,35.9,49.9,7,10.0,3.32,HIGH
3.23,81.5,8.2,64.0,65.6,10,8.0,4.26,LOW
1.91,72.6,14.2,47.5,49.9,10,8.6,3.0,HIGH
2.91,87.0,19.8,75.7,54.5,13,10.0,4.66,MEDIUM
0.89,65.0,4.4,49.0,9.8,4,9.5,1.97,HIGH
1.99,61.6,14.7,42.1,49.9,10,8.4,3.23,HIGH
4.49,99.0,17.8,91.4,85.5,11,8.4,5.0,LOW
1.68,100.0,9.4,43.3,24.3,4,7.1,3.27,HIGH
0.19,100.0,19.5,17.9,8.9,9,8.7,2.01,HIGH
0.83,76.8,11.6,27.1,25.5,7,8.0,2.34,HIGH
1.21,94.9,5.2,31.7,7.4,3,8.0,2.14,HIGH
3.07,67.0,4.4,60.1,69.5,4,3.5,3.46,MEDIUM
3.86,86.1,16.7,89.5,66.2,7,6.2,4.61,LOW
0.78,68.7,16.2,28.8,32.3,5,10.0,2.37,HIGH
4.07,98.1,21.4,93.5,62.3,8,9.4,4.88,MEDIUM
3.5,96.0,16.0,58.5,91.2,9,10.0,4.71,LOW
2.63,100.0,11.4,26.1,37.8,2,9.5,3.26,HIGH
1.37,74.3,14.9,30.9,31.2,15,9.0,2.86,HIGH
3.38,100.0,12.4,57.3,79.7,14,9.7,4.66,LOW
4.13,86.1,10.0,62.0,62.0,9,8.6,4.51,MEDIUM
4.25,79.2,8.7,91.7,78.6,5,9.5,4.88,LOW
2.61,83.4,1.7,40.8,62.0,1,7.5,3.28,MEDIUM
3.9,100.0,7.5,79.4,54.6,6,7.6,4.31,MEDIUM
1.89,75.9,11.9,63.5,36.4,9,6.0,2.8,HIGH
2.37,76.7,0.0,39.1,53.5,2,6.0,2.93,MEDIUM
3.68,44.9,8.9,67.9,74.9,2,4.7,3.93,HIGH
3.97,75.6,17.5,88.1,63.7,10,3.8,4.29,MEDIUM
2.24,82.2,20.1,44.4,71.4,13,8.8,3.72,LOW
1.47,65.8,8.8,40.4,44.3,0,9.1,2.91,HIGH
3.68,61.9,8.6,76.6,78.8,2,5.2,4.35,MEDIUM
3.77,48.4,7.7,73.2,79.3,7,3.5,3.72,HIGH
3.68,68.6,8.6,65.8,50.8,5,10.0,4.4,MEDIUM
0.88,100.0,18.9,20.4,29.0,10,10.0,2.87,HIGH
4.78,54.3,21.8,75.7,84.7,16,6.3,5.0,HIGH
3.44,90.6,1.9,72.6,63.2,2,7.6,3.9,MEDIUM
3.44,92.1,7.1,60.1,68.7,4,10.0,4.21,LOW
4.13,100.0,0.8,88.8,50.5,1,8.0,4.37,MEDIUM
4.14,94.6,11.8,93.0,77.5,7,6.8,4.69,LOW
4.29,93.3,9.1,67.8,74.4,4,10.0,4.98,LOW
1.96,83.9,14.2,51.8,20.1,8,7.4,2.98,HIGH
4.5,78.0,16.0,100.0,86.1,6,3.8,4.85,LOW
3.47,91.6,15.3,58.5,52.4,8,10.0,3.94,MEDIUM
2.47,98.0,2.1,64.0,48.0,1,10.0,3.63,HIGH
2.55,80.7,11.8,58.9,50.7,8,9.4,3.68,MEDIUM
3.87,98.7,1.8,82.6,50.0,7,8.9,4.07,MEDIUM
2.71,100.0,22.4,48.0,35.1,13,5.7,3.75,HIGH
3.59,79.1,9.9,87.9,74.8,7,8.2,4.55,LOW
3.33,79.6,3.8,58.3,57.4,4,6.6,3.56,MEDIUM
2.33,76.5,8.7,56.4,45.9,3,5.9,3.22,HIGH
4.24,80.1,13.2,77.9,78.2,10,4.1,4.58,LOW
4.66,97.6,16.4,90.3,62.1,11,10.0,5.0,MEDIUM
2.75,79.4,19.8,46.5,51.6,11,5.7,3.44,MEDIUM
3.69,81.0,12.4,58.1,68.4,9,4.5,4.1,LOW
3.54,74.0,10.0,70.9,88.7,7,10.0,4.04,MEDIUM
3.62,85.8,16.1,65.7,57.7,11,8.6,4.6,MEDIUM
4.93,69.9,15.9,85.0,96.6,12,6.7,5.0,MEDIUM
3.69,58.4,12.7,75.9,69.7,6,6.5,3.87,HIGH
1.02,85.2,16.9,15.3,18.6,14,9.4,2.22,HIGH
4.31,100.0,8.3,91.7,70.7,1,10.0,5.0,LOW
1.89,73.4,11.9,44.6,54.9,9,4.3,3.01,MEDIUM
3.09,61.3,0.0,68.9,70.5,2,3.0,3.39,MEDIUM
2.59,100.0,20.3,59.1,48.0,9,8.5,3.96,HIGH
2.17,78.7,9.0,53.3,52.4,9,6.9,3.03,MEDIUM
2.38,93.1,20.4,38.7,38.8,6,8.6,3.61,HIGH
3.16,66.3,8.1,74.0,60.1,10,7.1,3.92,MEDIUM
4.54,78.2,13.8,85.9,76.4,15,7.3,4.94,LOW
3.97,100.0,12.3,69.8,84.7,7,8.6,4.35,LOW
1.41,80.1,8.4,34.8,43.2,3,8.8,2.83,HIGH
2.7,80.3,14.9,59.2,47.7,7,9.5,3.77,HIGH
3.03,54.2,19.7,62.3,53.5,14,3.8,3.61,HIGH
1.32,90.6,22.7,40.8,36.2,12,6.3,3.29,HIGH
2.14,65.4,16.5,63.6,46.0,1,6.9,3.44,HIGH
4.75,95.9,4.7,75.8,81.1,5,8.8,4.94,LOW
4.67,81.2,3.6,92.5,79.1,6,9.8,4.57,LOW
2.63,82.7,18.8,53.4,71.3,12,6.3,3.69,LOW
2.77,90.4,6.0,68.0,51.4,7,6.6,3.52,MEDIUM
3.11,84.0,15.7,78.0,65.2,14,7.1,4.25,LOW
2.77,100.0,12.8,58.5,85.8,7,10.0,4.51,LOW
2.57,100.0,19.9,59.8,43.8,17,9.3,4.11,HIGH
2.91,58.5,15.1,70.8,61.0,9,5.7,3.67,HIGH
2.51,75.3,11.8,62.7,56.1,11,6.5,3.72,MEDIUM
1.98,91.4,24.4,57.3,45.6,13,10.0,3.65,HIGH
3.58,62.9,16.9,65.8,68.6,16,7.3,4.36,MEDIUM
1.68,52.9,15.3,35.1,31.0,11,2.2,2.45,HIGH
1.0,65.8,7.9,18.6,36.2,5,8.4,2.3,HIGH
3.88,76.2,5.1,71.3,50.3,0,8.8,4.06,MEDIUM
3.38,13.0,10.4,64.9,86.9,7,3.5,3.45,HIGH
1.24,60.2,3.0,32.2,56.0,1,5.0,1.91,HIGH
3.71,49.5,10.1,75.6,66.1,8,3.1,3.66,HIGH
4.15,96.3,16.8,82.5,88.8,12,9.5,5.0,LOW
0.59,92.9,17.9,23.3,22.8,14,9.6,2.48,HIGH
2.76,82.5,9.9,59.9,56.8,8,10.0,3.66,MEDIUM
1.84,79.6,29.6,50.9,35.6,17,9.2,3.61,HIGH
3.15,86.7,19.6,54.2,71.9,15,9.0,4.57,LOW
3.81,62.0,11.8,81.5,64.4,12,5.9,4.29,MEDIUM
3.07,98.0,18.8,54.9,70.4,8,9.8,4.69,LOW
1.86,79.5,8.5,57.3,43.5,11,7.2,3.24,HIGH
4.1,92.7,13.5,78.1,75.1,12,10.0,4.97,LOW
3.37,92.0,9.8,66.2,47.3,4,6.3,3.79,HIGH
2.14,86.5,4.7,29.2,48.7,0,8.7,2.62,HIGH
3.77,83.0,15.2,78.2,57.1,13,10.0,4.55,MEDIUM
4.09,81.8,12.0,77.4,76.1,8,5.9,4.54,LOW
0.96,77.0,12.4,31.1,54.7,6,10.0,2.94,MEDIUM
4.22,85.7,11.8,77.4,60.5,8,6.4,4.51,MEDIUM
3.08,81.3,6.6,67.5,59.4,8,7.1,3.87,MEDIUM
0.23,70.2,21.5,26.7,13.6,6,9.1,2.32,HIGH
2.09,87.8,13.5,51.3,34.8,9,10.0,3.29,HIGH
3.61,82.5,10.4,82.3,59.1,7,9.0,4.46,MEDIUM
3.82,97.4,4.1,65.1,89.2,8,10.0,4.89,LOW
4.22,49.0,20.4,72.3,97.9,14,8.5,4.71,HIGH
2.33,78.6,17.5,54.0,38.1,13,5.1,3.27,HIGH
4.58,66.4,12.0,90.3,86.9,6,3.2,4.52,MEDIUM
4.56,69.7,4.3,88.5,70.7,6,3.1,4.05,MEDIUM
3.83,87.0,22.0,59.5,63.4,11,7.0,4.82,MEDIUM
4.19,55.0,9.8,65.8,52.1,6,4.1,4.39,HIGH
1.18,80.1,8.0,30.8,60.1,7,8.8,2.9,MEDIUM
4.07,78.5,11.7,58.1,88.1,8,9.9,4.53,LOW
3.0,61.2,14.3,62.6,52.1,10,7.9,4.01,MEDIUM
2.91,80.5,11.0,57.9,62.2,11,9.8,4.05,MEDIUM
3.14,65.8,0.0,52.9,57.1,0,4.7,3.01,MEDIUM
1.04,100.0,13.5,25.0,43.9,5,10.0,2.71,HIGH
2.06,97.2,17.5,47.0,42.7,8,8.3,3.64,HIGH
4.5,79.1,6.7,67.6,78.7,1,9.1,4.58,LOW
0.96,71.1,21.4,23.4,23.6,17,7.2,2.76,HIGH
4.08,86.1,17.2,73.5,82.3,12,10.0,5.0,LOW
3.94,90.3,14.8,71.2,99.7,12,10.0,4.82,LOW
2.06,82.1,5.9,43.2,43.4,7,8.1,2.89,HIGH
3.63,61.8,13.7,83.1,65.3,8,4.0,3.88,MEDIUM
2.31,74.6,14.1,59.2,50.1,13,4.2,3.44,MEDIUM
2.06,79.2,11.5,39.5,49.9,5,6.1,3.03,HIGH
3.07,82.6,17.3,50.7,57.4,16,10.0,3.99,MEDIUM
2.53,83.0,9.8,48.8,48.7,7,9.3,3.4,HIGH
2.9,89.7,10.4,70.7,59.6,12,9.4,4.23,MEDIUM
3.75,99.5,8.0,49.9,49.4,2,10.0,3.95,HIGH
3.03,94.2,9.3,61.3,53.9,5,10.0,3.79,MEDIUM
2.72,87.4,11.1,52.7,32.1,2,5.6,2.96,HIGH
2.68,57.9,10.9,67.2,49.6,10,7.8,3.28,HIGH
1.04,97.0,10.6,40.4,21.1,8,10.0,2.94,HIGH
4.01,91.1,17.5,60.4,81.6,16,6.2,4.6,LOW
3.73,73.9,21.0,83.0,61.5,11,8.1,4.88,MEDIUM
3.73,78.5,4.3,47.6,65.8,8,5.2,3.9,LOW
2.24,79.0,20.9,54.8,23.6,12,8.9,3.2,HIGH
3.12,71.0,16.0,68.8,73.9,9,7.3,4.0,MEDIUM
4.58,50.0,6.6,100.0,69.1,4,3.0,3.82,HIGH
3.21,60.1,10.0,65.4,57.1,4,6.8,3.51,MEDIUM
3.37,63.5,13.7,58.9,74.5,9,8.0,4.42,MEDIUM
3.9,46.5,2.1,63.4,81.9,3,3.5,4.0,HIGH
3.72,60.2,11.5,85.4,56.7,3,7.6,4.34,MEDIUM
3.09,96.3,15.2,78.3,67.6,2,9.1,4.45,LOW
4.05,85.8,7.5,71.2,60.9,4,10.0,4.29,MEDIUM
3.67,62.5,3.1,70.3,72.2,7,6.1,3.91,MEDIUM
4.2,67.0,13.2,91.7,67.5,9,9.0,4.74,MEDIUM
3.61,97.7,25.2,76.9,56.4,10,7.9,4.66,MEDIUM
1.41,97.3,7.7,34.3,38.2,0,8.0,2.58,HIGH
3.91,79.1,7.9,66.1,64.1,9,6.3,4.12,MEDIUM
3.57,96.8,10.8,60.1,92.2,2,9.9,4.3,LOW
0.94,65.7,21.4,38.7,23.8,14,6.3,2.67,HIGH
1.98,81.6,2.1,41.0,31.4,4,8.7,2.56,HIGH
1.41,54.4,16.6,32.0,26.9,15,3.1,2.47,HIGH
3.03,72.2,9.2,66.5,60.2,4,5.8,3.43,MEDIUM
2.44,78.4,9.7,52.3,53.4,9,10.0,3.5,MEDIUM
1.98,51.0,5.9,48.5,49.4,9,5.8,2.82,HIGH
1.94,87.5,10.5,40.8,56.1,3,10.0,3.26,MEDIUM
4.08,90.2,6.1,72.5,55.1,5,8.5,4.38,MEDIUM
1.79,94.2,8.7,34.5,54.5,6,10.0,3.32,MEDIUM
2.2,100.0,0.0,55.0,37.8,0,9.1,3.05,HIGH
3.79,84.7,1.6,72.7,75.9,3,4.8,3.96,LOW
4.03,77.0,14.0,78.4,95.1,5,9.8,4.72,LOW
3.98,52.4,19.6,64.5,64.1,12,5.6,3.96,HIGH
4.62,84.3,31.4,91.2,72.6,20,7.0,5.0,LOW
1.19,87.0,17.5,35.9,22.3,10,8.7,2.64,HIGH
3.56,56.3,8.9,75.7,63.8,6,4.7,4.01,HIGH
0.78,74.2,0.1,30.1,44.1,6,10.0,2.37,HIGH
2.94,78.2,15.2,61.9,45.7,13,9.2,3.77,HIGH
4.19,86.5,3.3,59.6,70.7,1,6.4,4.15,LOW
1.59,91.7,7.2,50.2,51.9,7,6.6,3.16,MEDIUM
4.02,69.4,17.3,62.1,81.7,1,7.4,4.01,MEDIUM
